"Class","Manufacturer","carline name","displ","cyl","trans","drv","bidx","cty","hwy","cmb","ucty","uhwy","ucmb","fl","G","T","S","2pv","2lv","4pv","4lv","hpv","hlv","fcost","eng dscr","trans dscr","vpc","cls"
"LARGE CARS","DODGE","INTREPID",3.5,6,"Auto(S4)","F",50,18,26,21,20,33.2,24.36,"R",,,,,,104,18,,,1071,,"VMODE CLKUP",4,6
"LARGE CARS","FORD","CROWN VICTORIA",4.6,8,"Auto(L4)","R",325,17,25,20,19.22,31.61,23.34,"R",,,,,,111,21,,,1125,,"CLKUP",2,6
"LARGE CARS","FORD","CROWN VICTORIA - CNG",4.6,8,"Auto(L4)","R",329,15,22,18,16.7,28.3,20.48,"C",,,,,,111,16,,,1168,"IN COMMENT","CLKUP",2,6
"LARGE CARS","FORD","TAURUS",3,6,"Auto(L4)","F",287,20,28,23,22.3,35.5,26.78,"R",,,,,,105,17,,,979,"FLEX-FUEL","CLKUP",2,6
"LARGE CARS","FORD","TAURUS",3,6,"Auto(L4)","F",289,15,20,17,16.6,25.1,19.58,"E",,,,,,105,17,,,2161,"FLEX-FUEL","CLKUP",2,6
"LARGE CARS","FORD","TAURUS",3,6,"Auto(L4)","F",275,20,28,23,22.2,35.4,26.68,"R",,,,,,105,17,,,979,"2-Valve","CLKUP",2,6
"LARGE CARS","FORD","TAURUS",3,6,"Auto(L4)","F",277,20,27,23,22.1,35.1,26.52,"R",,,,,,105,17,,,979,"4-Valve","CLKUP",4,6
"LARGE CARS","LINCOLN-MERCURY","CONTINENTAL",4.6,8,"Auto(L4)","F",375,17,25,20,19.17,32.23,23.45,"P",,,,,,101,19,,,1238,,"CLKUP",4,6
"LARGE CARS","LINCOLN-MERCURY","GRAND MARQUIS",4.6,8,"Auto(L4)","R",350,17,25,20,19.22,31.61,23.34,"R",,,,,,109,21,,,1125,,"CLKUP",2,6
"LARGE CARS","LINCOLN-MERCURY","TOWN CAR",4.6,8,"Auto(L4)","R",425,17,23,19,18.87,28.87,22.35,"R",,,,,,112,21,,,1184,,"CLKUP",2,6
"LARGE CARS","MERCEDES-BENZ","S430",4.3,8,"Auto(L5)","R",170,17,24,20,18.84,30.82,22.83,"P",,,,,,106,15,,,1238,,"EMS 2MODE CLKUP",3,6
"LARGE CARS","MERCEDES-BENZ","S500",5,8,"Auto(L5)","R",175,16,23,19,17.9,29.38,21.72,"P","G",,,,,106,15,,,1302,"GUZZLER","EMS 2MODE CLKUP",3,6
"LARGE CARS","MERCEDES-BENZ","S55 AMG",5.4,8,"Auto(L5)","R",173,16,22,18,17.9,28.2,21.42,"P","G",,,,,106,15,,,1376,"GUZZLER","EMS 2MODE CLKUP",3,6
"LARGE CARS","MERCEDES-BENZ","S600",5.8,12,"Auto(L5)","R",82,15,22,17,16.3,28.51,20.19,"P","G",,,,,106,15,,,1455,"GUZZLER","EMS 2MODE CLKUP",3,6
"LARGE CARS","PONTIAC","BONNEVILLE",3.8,6,"Auto(L4)","F",102,18,27,21,19.7,35.1,24.55,"P",,,"S",,,104,16,,,1178,"SUPERCHR","CLKUP",2,6
"LARGE CARS","PONTIAC","BONNEVILLE",3.8,6,"Auto(L4)","F",105,20,29,23,21.7,37.2,26.7,"R",,,,,,104,16,,,979,,"CLKUP",2,6
"LARGE CARS","R-R MTR CARS LTD.","ROLLS ROYCE PARK WARD",5.4,12,"Auto(L5)","R",2,12,16,14,13.6,20.8,16.11,"P","G",,,,,120,12,,,1767,"GUZZLER","EMS CLKUP",2,6
"LARGE CARS","TOYOTA","AVALON",3,6,"Auto(L4)","F",3,21,29,24,23.75,37.3,28.39,"R",,,,106,15,106,16,,,938,,"CLKUP",4,6
"SMALL STATION WAGONS","AUDI","A4 AVANT QUATTRO",1.8,4,"Auto(L5)",4,19,19,28,22,21.39,35.97,26.16,"P",,"T",,,,91,28,,,1126,,"CMODE",5,7
"SMALL STATION WAGONS","AUDI","A4 AVANT QUATTRO",1.8,4,"Manual(M5)",4,19,21,29,24,23.16,36.9,27.82,"P",,"T",,,,91,28,,,1032,,,5,7
"SMALL STATION WAGONS","AUDI","A4 AVANT QUATTRO",3,6,"Auto(L5)",4,20,17,25,20,19.18,32.37,23.49,"P",,,,,,91,28,,,1238,,"CMODE",5,7
"SMALL STATION WAGONS","AUDI","A4 AVANT QUATTRO",3,6,"Manual(M6)",4,20,18,25,20,19.48,31.99,23.64,"P",,,,,,91,28,,,1238,,,5,7
"SMALL STATION WAGONS","AUDI","S4 AVANT",2.7,6,"Manual(M6)",4,14,17,23,20,19.17,30.04,22.9,"P",,"T",,,,89,31,,,1238,,,5,7
"SMALL STATION WAGONS","AUDI","S4 AVANT",2.7,6,"Auto(S5)",4,14,17,24,20,19.1,30.27,22.9,"P",,"T",,,,89,31,,,1238,,"CLKUP",5,7
"SMALL STATION WAGONS","BMW","325I SPORT WAGON",2.5,6,"Manual(M5)","R",25,20,29,24,22.64,37.64,27.59,"P",,,,,,91,26,,,1032,,,4,7
"SMALL STATION WAGONS","BMW","325I SPORT WAGON",2.5,6,"Auto(S5)","R",25,19,27,22,21.36,34.02,25.66,"P",,,,,,91,26,,,1126,,"3MODE",4,7
"SMALL STATION WAGONS","BMW","325XI SPORT WAGON",2.5,6,"Manual(M5)",4,25,19,26,22,21.1,33.7,25.37,"P",,,,,,91,26,,,1126,,,4,7
"SMALL STATION WAGONS","BMW","325XI SPORT WAGON",2.5,6,"Auto(S5)",4,25,19,26,21,20.82,32.7,24.88,"P",,,,,,91,26,,,1178,,"3MODE",4,7
"SMALL STATION WAGONS","BMW","525I SPORT WAGON",2.5,6,"Manual(M5)","R",25,19,27,22,20.85,34.02,25.25,"P",,,,,,97,33,,,1126,,,4,7
"SMALL STATION WAGONS","BMW","525I SPORT WAGON",2.5,6,"Auto(S5)","R",25,19,26,21,20.67,32.83,24.81,"P",,,,,,97,33,,,1178,,"3MODE",4,7
"SMALL STATION WAGONS","BMW","540I SPORT WAGON",4.4,8,"Auto(S5)","R",44,15,21,17,17.11,26.84,20.45,"P","G",,,,,97,33,,,1455,"GUZZLER","3MODE",4,7
"SMALL STATION WAGONS","DAEWOO","NUBIRA STATION WAGON",2,4,"Auto(A4)","F",49,22,31,25,24.2,39.65,29.34,"R",,,,,,93,19,,,900,"DOHC-IL4","EMS",2,7
"SMALL STATION WAGONS","DAEWOO","NUBIRA STATION WAGON",2,4,"Manual(M5)","F",49,22,31,25,24.55,47.98,30.71,"R",,,,,,93,19,,,900,"DOHC-IL4",,2,7
"SMALL STATION WAGONS","MERCEDES-BENZ","C320 (WAGON)",3.2,6,"Auto(L5)","R",264,19,25,21,21.24,32.1,25.05,"P",,,,,,,,89,31,1178,,"EMS 2MODE CLKUP",3,7
"SMALL STATION WAGONS","SUBARU","IMPREZA WAGON AWD",2.5,4,"Auto(L4)",4,20,22,27,24,24.32,34.6,28.07,"R",,,,,,90,18,,,938,,"CLKUP",4,7
"SMALL STATION WAGONS","SUBARU","IMPREZA WAGON AWD",2.5,4,"Manual(M5)",4,20,21,27,23,23.3,34.48,27.28,"R",,,,,,90,18,,,979,,,4,7
"SMALL STATION WAGONS","SUBARU","IMPREZA WAGON AWD",2,4,"Auto(L4)",4,10,19,26,22,21.42,33.68,25.62,"P",,"T",,,,90,18,,,1126,,"CLKUP",4,7
"SMALL STATION WAGONS","SUBARU","IMPREZA WAGON AWD",2,4,"Manual(M5)",4,10,20,27,23,22.51,34.72,26.74,"P",,"T",,,,90,18,,,1077,,,4,7
"SMALL STATION WAGONS","SUZUKI","AERIO SX",2,4,"Auto(L4)","F",44,26,31,28,28.6,39.5,32.66,"R",,,,,,91,13,,,803,,"CLKUP",4,7
"SMALL STATION WAGONS","SUZUKI","AERIO SX",2,4,"Manual(M5)","F",43,26,32,28,28.9,41.2,33.39,"R",,,,,,91,13,,,803,,,4,7
"SMALL STATION WAGONS","SUZUKI","ESTEEM WAGON",1.6,4,"Auto(L4)","F",23,26,33,29,28.9,42.2,33.68,"R",,,,,,86,24,,,776,,"CLKUP",4,7
"SMALL STATION WAGONS","SUZUKI","ESTEEM WAGON",1.8,4,"Auto(L4)","F",33,26,33,29,28.8,42.5,33.69,"R",,,,,,86,24,,,776,,"CLKUP",4,7
"SMALL STATION WAGONS","SUZUKI","ESTEEM WAGON",1.8,4,"Manual(M5)","F",32,27,34,30,30.1,43.9,35.06,"R",,,,,,86,24,,,749,,,4,7
"SMALL STATION WAGONS","VOLKSWAGEN","JETTA WAGON",1.8,4,"Manual(M5)","F",12,24,31,27,26.5,40.09,31.27,"P",,"T",,,,89,34,,,916,,,5,7
"SMALL STATION WAGONS","VOLKSWAGEN","JETTA WAGON",1.8,4,"Auto(S5)","F",12,22,29,25,24.28,37.29,28.8,"P",,"T",,,,89,34,,,990,,"CLKUP",5,7
"SMALL STATION WAGONS","VOLKSWAGEN","JETTA WAGON",1.9,4,"Auto(L4)","F",3,34,45,38,38.04,57.14,44.77,"D",,"T",,,,89,34,,,572,,"CLKUP",2,7
"SMALL STATION WAGONS","VOLKSWAGEN","JETTA WAGON",1.9,4,"Manual(M5)","F",3,42,50,45,46.7,64,53.17,"D",,"T",,,,89,34,,,483,,,2,7
"SMALL STATION WAGONS","VOLKSWAGEN","JETTA WAGON",2,4,"Auto(L4)","F",1,22,29,25,24.81,36.9,29.1,"R",,,,,,89,34,,,900,,"CLKUP",2,7
"SMALL STATION WAGONS","VOLKSWAGEN","JETTA WAGON",2,4,"Manual(M5)","F",1,24,31,27,26.54,39.98,31.27,"R",,,,,,89,34,,,832,,,2,7
"SMALL STATION WAGONS","VOLKSWAGEN","JETTA WAGON",2.8,6,"Auto(L4)","F",2,19,26,21,20.76,32.79,24.86,"R",,,,,,89,34,,,1071,,"CLKUP",2,7
"SMALL STATION WAGONS","VOLKSWAGEN","JETTA WAGON",2.8,6,"Manual(M5)","F",2,19,28,23,21.62,36.1,26.38,"R",,,,,,89,34,,,979,,,2,7
"SMALL STATION WAGONS","VOLVO","V40",1.9,4,"Auto(L5)","F",4,22,30,25,23.9,37.9,28.66,"P",,"T",,,,,,89,33,990,,"CLKUP",4,7
"MIDSIZE STATION WAGONS","AUDI","A6 AVANT QUATTRO",3,6,"Auto(L5)",4,20,17,25,20,19.18,32.37,23.49,"P",,,,,,99,36,,,1238,,"CMODE",5,8
"MIDSIZE STATION WAGONS","AUDI","S6 AVANT",4.2,8,"Auto(S5)",4,23,14,21,16,15.12,26.39,18.72,"P","G",,,,,97,34,,,1547,"GUZZLER","CLKUP",5,8
"MIDSIZE STATION WAGONS","FORD","FOCUS STATION WAG",2,4,"Auto(L4)","F",135,26,32,28,28.8,40.7,33.16,"R",,,,,,96,36,,,803,"4-Valve","CLKUP",4,8
"MIDSIZE STATION WAGONS","FORD","FOCUS STATION WAG",2,4,"Auto(L4)","F",138,26,32,28,28.68,40.78,33.1,"R",,,,,,96,36,,,803,,"CLKUP",2,8
"MIDSIZE STATION WAGONS","FORD","FOCUS STATION WAG",2,4,"Manual(M5)","F",137,28,36,31,31.5,45.85,36.66,"R",,,,,,96,36,,,727,,,2,8
"MIDSIZE STATION WAGONS","FORD","FOCUS STATION WAG",2,4,"Manual(M5)","F",132,25,34,29,28.2,43.5,33.5,"R",,,,,,96,36,,,776,"4-Valve",,4,8
"MIDSIZE STATION WAGONS","FORD","TAURUS WAGON",3,6,"Auto(L4)","F",279,19,26,21,20.9,33.2,25.08,"R",,,,,,104,39,,,1071,"FLEX-FUEL","CLKUP",2,8
"MIDSIZE STATION WAGONS","FORD","TAURUS WAGON",3,6,"Auto(L4)","F",281,14,20,16,15.5,25.2,18.75,"E",,,,,,104,39,,,2297,"FLEX-FUEL","CLKUP",2,8
"MIDSIZE STATION WAGONS","FORD","TAURUS WAGON",3,6,"Auto(L4)","F",283,20,26,22,21.8,33.9,25.97,"R",,,,,,104,39,,,1024,"2-Valve","CLKUP",2,8
"MIDSIZE STATION WAGONS","FORD","TAURUS WAGON",3,6,"Auto(L4)","F",285,19,26,21,21,33,25.11,"R",,,,,,104,39,,,1071,"4-Valve","CLKUP",4,8
"MIDSIZE STATION WAGONS","LEXUS","RX 300",3,6,"Auto(L4)","F",3,19,23,20,20.6,29.8,23.92,"R",,,,,,,,104,32,1125,,"CLKUP",4,8
"MIDSIZE STATION WAGONS","LEXUS","RX 300 4WD",3,6,"Auto(L4)",4,3,18,22,20,20,28.7,23.16,"R",,,,,,,,104,32,1125,,"CLKUP",4,8
"MIDSIZE STATION WAGONS","LINCOLN-MERCURY","SABLE WAGON",3,6,"Auto(L4)","F",308,19,26,21,20.9,33.2,25.08,"R",,,,,,104,39,,,1071,"FLEX-FUEL","CLKUP",2,8
"MIDSIZE STATION WAGONS","LINCOLN-MERCURY","SABLE WAGON",3,6,"Auto(L4)","F",310,14,20,16,15.5,25.2,18.75,"E",,,,,,104,39,,,2297,"FLEX-FUEL","CLKUP",2,8
"MIDSIZE STATION WAGONS","LINCOLN-MERCURY","SABLE WAGON",3,6,"Auto(L4)","F",304,20,26,22,21.8,33.9,25.97,"R",,,,,,104,39,,,1024,"2-Valve","CLKUP",2,8
"MIDSIZE STATION WAGONS","LINCOLN-MERCURY","SABLE WAGON",3,6,"Auto(L4)","F",306,19,26,21,21,33,25.11,"R",,,,,,104,39,,,1071,"4-Valve","CLKUP",4,8
"MIDSIZE STATION WAGONS","MERCEDES-BENZ","E320 (WAGON)",3.2,6,"Auto(L5)","R",265,20,27,22,21.68,35.18,26.21,"P",,,,,,98,44,,,1126,,"EMS 2MODE CLKUP",3,8
"MIDSIZE STATION WAGONS","MERCEDES-BENZ","E320 4MATIC (WAGON)",3.2,6,"Auto(L5)",4,282,19,26,22,21.5,33.65,25.67,"P",,,,,,98,44,,,1126,,"EMS 2MODE CLKUP",3,8
"MIDSIZE STATION WAGONS","SAAB","SAAB 9-5 WAGON",2.3,4,"Auto(L5)","F",305,20,28,23,21.7,36.11,26.45,"P",,"T",,,,100,37,,,1077,"B235R","2MODE CLKUP",4,8
"MIDSIZE STATION WAGONS","SAAB","SAAB 9-5 WAGON",2.3,4,"Auto(L5)","F",303,19,28,22,21.47,35.46,26.11,"R",,"T",,,,100,37,,,1024,"B235E","2MODE CLKUP",4,8
"MIDSIZE STATION WAGONS","SAAB","SAAB 9-5 WAGON",2.3,4,"Manual(M5)","F",313,22,30,25,23.91,38.62,28.85,"P",,"T",,,,100,37,,,990,"B235R","SIL",4,8
"MIDSIZE STATION WAGONS","SAAB","SAAB 9-5 WAGON",2.3,4,"Manual(M5)","F",311,21,30,25,23.81,38.43,28.73,"R",,"T",,,,100,37,,,900,"B235E","SIL",4,8
"MIDSIZE STATION WAGONS","SAAB","SAAB 9-5 WAGON",3,6,"Auto(L5)","F",307,18,26,21,20.37,33.18,24.65,"P",,"T",,,,100,37,,,1178,"B308E","2MODE CLKUP",4,8
"MIDSIZE STATION WAGONS","SATURN","LW200",2.2,4,"Auto(L4)","F",126,24,33,27,26.5,41.7,31.7,"R",,,,,,98,34,,,832,"4 VALVE","CLKUP",4,8
"MIDSIZE STATION WAGONS","SATURN","LW200",2.2,4,"Manual(M5)","F",127,24,32,27,26.9,41,31.83,"R",,,,,,98,34,,,832,"4 VALVE","SIL",4,8
"MIDSIZE STATION WAGONS","SATURN","LW300",3,6,"Auto(L4)","F",128,21,29,24,22.89,36.87,27.6,"R",,,,,,98,34,,,938,,"CLKUP",4,8
"MIDSIZE STATION WAGONS","SUBARU","LEGACY WAGON AWD (incl. Outback)",2.5,4,"Auto(L4)",4,20,22,27,24,24.16,34.35,27.88,"R",,,,,,96,34,,,938,,"CLKUP",4,8
"MIDSIZE STATION WAGONS","SUBARU","LEGACY WAGON AWD (incl. Outback)",2.5,4,"Manual(M5)",4,20,21,27,23,23.3,34.48,27.28,"R",,,,,,96,34,,,979,,,4,8
"MIDSIZE STATION WAGONS","SUBARU","LEGACY WAGON AWD (incl. Outback)",3,6,"Auto(L4)",4,30,20,26,22,21.67,33.49,25.76,"P",,,,,,96,34,,,1126,,"CLKUP",4,8
"MIDSIZE STATION WAGONS","VOLKSWAGEN","PASSAT WAGON",1.8,4,"Manual(M5)","F",13,22,31,25,24.4,39.7,29.52,"P",,"T",,,,97,39,,,990,,,5,8
"MIDSIZE STATION WAGONS","VOLKSWAGEN","PASSAT WAGON",1.8,4,"Auto(S5)","F",13,21,30,25,23.8,38.9,28.84,"P",,"T",,,,97,39,,,990,,"CLKUP",5,8
"MIDSIZE STATION WAGONS","VOLKSWAGEN","PASSAT WAGON",2.8,6,"Manual(M5)","F",11,20,28,23,21.98,36.1,26.68,"P",,,,,,97,39,,,1077,,,5,8
"MIDSIZE STATION WAGONS","VOLKSWAGEN","PASSAT WAGON",2.8,6,"Auto(S5)","F",11,19,27,22,21.5,34.5,25.89,"P",,,,,,97,39,,,1126,,"CLKUP",5,8
"MIDSIZE STATION WAGONS","VOLKSWAGEN","PASSAT WAGON 4MOTION",2.8,6,"Auto(S5)",4,11,19,26,22,20.98,33.44,25.21,"P",,,,,,97,36,,,1126,,"CLKUP",5,8
"MIDSIZE STATION WAGONS","VOLVO","V70 FWD",2.3,5,"Manual(M5)","F",2,21,27,23,22.9,34.7,27.04,"P",,"T",,,,,,98,36,1077,,,4,8
"MIDSIZE STATION WAGONS","VOLVO","V70 FWD",2.3,5,"Auto(S5)","F",2,20,26,22,21.9,33.1,25.83,"P",,"T",,,,,,98,36,1126,,"2MODE CLKUP",4,8
"MIDSIZE STATION WAGONS","VOLVO","V70 FWD",2.4,5,"Auto(L5)","F",8,21,28,24,23.35,36.02,27.74,"P",,,,,,,,98,36,1032,,"CLKUP",4,8
"MIDSIZE STATION WAGONS","VOLVO","V70 FWD",2.4,5,"Auto(L5)","F",1,20,27,23,22.6,35.2,26.94,"P",,"T",,,,,,98,36,1077,,"CLKUP",4,8
"MIDSIZE STATION WAGONS","VOLVO","V70 FWD",2.4,5,"Manual(M5)","F",8,21,28,24,23.7,35.4,27.84,"P",,,,,,,,98,36,1032,,,4,8
"MIDSIZE STATION WAGONS","VOLVO","V70AWD",2.4,5,"Auto(S5)",4,3,19,26,22,21.58,33.51,25.69,"P",,"T",,,,,,98,36,1126,,"2MODE CLKUP",4,8
"SMALL PICKUP TRUCKS 2WD","CHEVROLET","S10 PICKUP 2WD",2.2,4,"Auto(L4)","R",823,19,25,21,20.7,32.6,24.77,"R",,,,,,,,,,1071,"FFV","CLKUP",2,10
"SMALL PICKUP TRUCKS 2WD","CHEVROLET","S10 PICKUP 2WD",2.2,4,"Manual(M5)","R",824,22,28,24,24.4,35.5,28.4,"R",,,,,,,,,,938,"FFV","SIL",2,10
"SMALL PICKUP TRUCKS 2WD","CHEVROLET","S10 PICKUP 2WD",4.3,6,"Manual(M5)","R",814,16,22,18,17.56,28.2,21.15,"R",,,,,,,,,,1251,,"SIL",2,10
"SMALL PICKUP TRUCKS 2WD","CHEVROLET","S10 PICKUP 2WD",4.3,6,"Auto(L4)","R",812,17,22,19,18.93,28.43,22.28,"R",,,,,,,,,,1184,,"CLKUP",2,10
"SMALL PICKUP TRUCKS 2WD","GMC","SONOMA 2WD",2.2,4,"Auto(L4)","R",823,19,25,21,20.7,32.6,24.77,"R",,,,,,,,,,1071,"FFV","CLKUP",2,10
"SMALL PICKUP TRUCKS 2WD","GMC","SONOMA 2WD",2.2,4,"Manual(M5)","R",824,22,28,24,24.4,35.5,28.4,"R",,,,,,,,,,938,"FFV","SIL",2,10
"SMALL PICKUP TRUCKS 2WD","GMC","SONOMA 2WD",4.3,6,"Manual(M5)","R",814,16,22,18,17.44,28.06,21.02,"R",,,,,,,,,,1251,,"SIL",2,10
"SMALL PICKUP TRUCKS 2WD","GMC","SONOMA 2WD",4.3,6,"Auto(L4)","R",812,17,22,19,18.93,28.43,22.28,"R",,,,,,,,,,1184,,"CLKUP",2,10
"SMALL PICKUP TRUCKS 2WD","ISUZU","HOMBRE PICKUP 2WD",2.2,4,"Auto(L4)","R",823,19,25,21,20.7,32.6,24.77,"R",,,,,,,,,,1071,"FFV","CLKUP",2,10
"SMALL PICKUP TRUCKS 2WD","ISUZU","HOMBRE PICKUP 2WD",2.2,4,"Manual(M5)","R",824,22,28,24,24.4,35.5,28.4,"R",,,,,,,,,,938,"FFV","SIL",2,10
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO 2WD",4.3,6,"Manual(M5)","R",814,16,21,18,18.3,26.5,21.26,"R",,,,,,,,,,1251,,"SIL",2,12
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO 2WD",5.3,8,"Auto(L4)","R",831,15,19,16,16.16,24,18.95,"R",,,,,,,,,,1406,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO 2WD",4.3,6,"Auto(L4)","R",812,15,20,17,17.1,25.5,20.08,"R",,,,,,,,,,1323,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO 2WD",4.8,8,"Auto(L4)","R",808,15,20,17,17.07,25.1,19.94,"R",,,,,,,,,,1323,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO 2WD",4.8,8,"Manual(M5)","R",810,16,20,18,17.9,25.9,20.79,"R",,,,,,,,,,1251,,"SIL",2,12
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO 2WD",5.3,8,"Auto(L4)","R",843,15,19,16,16.2,23.83,18.93,"R",,,,,,,,,,1406,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","DAKOTA PICKUP 2WD",2.5,4,"Manual(M5)","R",112,19,24,21,21.2,30.49,24.6,"R",,,,,,,,,,1071,,"SIL",2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","DAKOTA PICKUP 2WD",3.9,6,"Auto(L4)","R",150,18,19,18,20,24.19,21.69,"R",,,,,,,,,,1251,,,2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","DAKOTA PICKUP 2WD",3.9,6,"Manual(M5)","R",154,15,21,18,17.21,26.97,20.56,"R",,,,,,,,,,1251,,"SIL",2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","DAKOTA PICKUP 2WD",4.7,8,"Auto(L4)","R",170,15,20,16,16.26,25.03,19.31,"R",,,,,,,,,,1406,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","DAKOTA PICKUP 2WD",4.7,8,"Manual(M5)","R",171,15,20,17,16.51,25.75,19.69,"R",,,,,,,,,,1323,,,2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","DAKOTA PICKUP 2WD",5.9,8,"Auto(L4)","R",200,13,16,14,13.92,21.02,16.41,"R",,,,,,,,,,1606,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","RAM 1500 PICKUP 2WD",3.7,6,"Auto(L4)","R",130,15,19,17,16.59,24.52,19.42,"R",,,,,,,,,,1323,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","RAM 1500 PICKUP 2WD",3.7,6,"Manual(M5)","R",132,15,20,17,17.22,25.97,20.3,"R",,,,,,,,,,1323,,,2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","RAM 1500 PICKUP 2WD",4.7,8,"Auto(L4)","R",170,14,19,16,15.8,24.2,18.72,"R",,,,,,,,,,1406,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","RAM 1500 PICKUP 2WD",4.7,8,"Manual(M5)","R",171,14,19,16,15.58,24.65,18.52,"R",,,,,,,,,,1406,,,2,12
"STANDARD PICKUP TRUCKS 2WD","DODGE","RAM 1500 PICKUP 2WD",5.9,8,"Auto(L4)","R",200,12,17,14,13.02,21.84,15.91,"R",,,,,,,,,,1606,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","EXPLORER SPORT TRAC 2WD",4,6,"Auto(L5)","R",743,16,21,18,17.37,26.34,20.52,"R",,,,,,,,,,1251,"SOHC","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","EXPLORER SPORT TRAC 2WD",4,6,"Manual(M5)","R",744,17,21,18,18.45,27.2,21.57,"R",,,,,,,,,,1251,"SOHC",,2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 NATURAL GAS",5.4,8,"Auto(L4)","R",830,12,16,13,13.3,20.1,15.69,"C",,,,,,,,,,1615,"RNG=290","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 PICKUP 2WD",4.2,6,"Manual(M5)","R",805,17,21,18,18.58,26.74,21.54,"R",,,,,,,,,,1251,,,2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 PICKUP 2WD",4.6,8,"Auto(L4)","R",810,16,20,17,17.31,25.81,20.32,"R",,,,,,,,,,1323,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 PICKUP 2WD",5.4,8,"Auto(L4)","R",825,12,16,13,13.37,20.07,15.74,"P",,,"S",,,,,,,1903,"SUPER-CHGD","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 PICKUP 2WD",4.2,6,"Auto(L4)","R",800,16,20,18,17.7,25.8,20.61,"R",,,,,,,,,,1251,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 PICKUP 2WD",4.6,8,"Manual(M5)","R",943,15,19,17,16.6,24.4,19.39,"R",,,,,,,,,,1323,,,2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 PICKUP 2WD",5.4,8,"Auto(L4)","R",820,15,19,16,16.32,24.59,19.23,"R",,,,,,,,,,1406,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER PICKUP 2WD",2.3,4,"Auto(L5)","R",700,21,25,22,22.8,31.8,26.13,"R",,,,,,,,,,1024,"4V DOHC","CLKUP",4,12
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER PICKUP 2WD",2.3,4,"Manual(M5)","R",702,24,28,25,26.28,35.27,29.69,"R",,,,,,,,,,900,"4V DOHC",,4,12
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER PICKUP 2WD",3,6,"Auto(L5)","R",759,17,22,19,18.9,27.9,22.11,"R",,,,,,,,,,1184,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER PICKUP 2WD",3,6,"Manual(M5)","R",757,19,22,20,20.8,28.65,23.73,"R",,,,,,,,,,1125,,,2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER PICKUP 2WD",4,6,"Auto(L5)","R",760,17,21,18,18.42,27.22,21.55,"R",,,,,,,,,,1251,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER PICKUP 2WD",4,6,"Manual(M5)","R",765,17,22,19,19.3,27.8,22.38,"R",,,,,,,,,,1184,,,2,12
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA 2WD",4.3,6,"Manual(M5)","R",814,16,21,18,18.3,26.5,21.26,"R",,,,,,,,,,1251,,"SIL",2,12
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA 2WD",5.3,8,"Auto(L4)","R",831,15,19,16,16.16,24,18.95,"R",,,,,,,,,,1406,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA 2WD",4.3,6,"Auto(L4)","R",812,15,20,17,17.1,25.5,20.08,"R",,,,,,,,,,1323,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA 2WD",4.8,8,"Auto(L4)","R",808,15,20,17,17.06,25.08,19.93,"R",,,,,,,,,,1323,,"CLKUP",2,12
