"CLASS","MFR","CAR LINE","DISPLACEMENT","NUMB CYL","TRANS","DRIVE SYS","INDEX NUMB","CITY MPG (GUIDE)","HWY MPG (GUIDE)","COMB MPG (GUIDE)","UNRND CITY (EPA)","UNRND HWY (EPA)","UNRND COMP (EPA)","FUEL TYPE","GUZLR","TURBO","SPCHGR","AVG 2D PASS VOL","AVG 2D LUGG VOL","AVG 4D PAS VOL","AVG 4D LUGG VOL","AVG HB PAS VOL","AVG HB LUGG VOL","ANL FL CST","ENG BLK TXT","TRANS DESC TXT","VLVS PER CYL","CLS","5C CODE"
"MIDSIZE STATION WAGONS","VOLVO","V70 FWD",2.4,5,"Manual(M6)","F",2,20,26,22,21.8,33.6,25.89,"P",,"T",,,,,,98,36,1945," ",,4,8,
"MIDSIZE STATION WAGONS","VOLVO","V70 FWD",2.4,5,"Auto(S5)","F",2,20,28,23,22.2,36.5,26.95,"P",,"T",,,,,,98,36,1860," ","2MODE CLKUP ",4,8,
"MIDSIZE STATION WAGONS","VOLVO","V70 FWD",2.5,5,"Auto(S5)","F",3,20,29,23,22.2,37.1,27.1,"P",,"T",,,,,,98,36,1860," ","2MODE CLKUP ",4,8,
"MIDSIZE STATION WAGONS","VOLVO","V70 R AWD",2.5,5,"Manual(M6)",4,10,18,24,21,20.2,31.3,24.04,"P",,"T",,,,,,98,36,2035," ",,4,8,
"MIDSIZE STATION WAGONS","VOLVO","V70 R AWD",2.5,5,"Auto(S6)",4,10,17,25,20,19.2,32.49,23.53,"P",,"T",,,,,,98,36,2138," ","2MODE CLKUP ",4,8,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C15 SILVERADO 2WD",4.3,6,"Auto(L4)","R",825,17,21,18,18.44,26.85,21.47,"R",,,,,,,,,,2210," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C15 SILVERADO 2WD",4.8,8,"Auto(L4)","R",837,16,20,17,17.48,25.81,20.45,"R",,,,,,,,,,2337," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C15 SILVERADO 2WD",5.3,8,"Auto(L4)","R",860,16,22,18,18.25,27.93,21.62,"R",,,,,,,,,,2210," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C15 SILVERADO 2WD",5.3,8,"Auto(L4)","R",844,12,16,13,13.29,20.41,15.77,"E",,,,,,,,,,2538,"340-440","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C15 SILVERADO 2WD",5.3,8,"Auto(L4)","R",842,16,21,18,17.92,27.35,21.21,"R",,,,,,,,,,2210,"470-610","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C15 SILVERADO 2WD",6,8,"Auto(L4)","R",878,15,19,17,16.62,24.63,19.47,"R",,,,,,,,,,2337," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO CLASSIC 2WD",4.3,6,"Auto(L4)","R",825,16,21,18,18.69,27.3,21.78,"R",,,,,,,,,,2210," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO CLASSIC 2WD",4.3,6,"Manual(M5)","R",821,16,23,19,18.1,28.9,21.76,"R",,,,,,,,,,2091," ","SIL ",2,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO CLASSIC 2WD",4.8,8,"Auto(L4)","R",837,16,21,18,18.3,26.82,21.35,"R",,,,,,,,,,2210," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO CLASSIC 2WD",5.3,8,"Auto(L4)","R",834,16,21,18,17.84,26.63,20.95,"R",,,,,,,,,,2210," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO CLASSIC 2WD",5.3,8,"Auto(L4)","R",832,12,16,13,13.02,20.02,15.45,"E",,,,,,,,,,2538,"340-440","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO CLASSIC 2WD",5.3,8,"Auto(L4)","R",830,16,21,17,17.22,26.33,20.4,"R",,,,,,,,,,2337,"440-580","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C1500 SILVERADO CLASSIC 2WD",6,8,"Auto(L4)","R",822,14,19,16,16.1,23.75,18.83,"P",,,,,,,,,,2672," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","C15SLVRADOCLASSICHYBRID 2WD",5.3,8,"Auto(L4)","R",840,18,21,19,19.8,26.5,22.34,"R",,,,,,,,,,2091," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","COLORADO 2WD",2.9,4,"Auto(L4)","R",870,17,24,20,19.27,30.87,23.19,"R",,,,,,,,,,1988," ","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","COLORADO 2WD",2.9,4,"Manual(M5)","R",872,20,26,22,22.14,33.38,26.1,"R",,,,,,,,,,1809," ","SIL ",4,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","COLORADO 2WD",3.7,5,"Auto(L4)","R",884,17,23,20,19.2,29.9,22.89,"R",,,,,,,,,,1988," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","COLORADO CAB CHASSIS INC 2WD",3.7,5,"Auto(L4)","R",884,15,20,17,17.2,25,20.01,"R",,,,,,,,,,2337," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","COLORADO CREW CAB 2WD",2.9,4,"Auto(L4)","R",870,17,24,20,19.2,30.9,23.14,"R",,,,,,,,,,1988," ","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","COLORADO CREW CAB 2WD",2.9,4,"Manual(M5)","R",872,20,26,22,22.1,33.6,26.12,"R",,,,,,,,,,1809," ","SIL ",4,12,
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","COLORADO CREW CAB 2WD",3.7,5,"Auto(L4)","R",884,17,23,20,19.2,29.9,22.89,"R",,,,,,,,,,1988," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","DODGE","DAKOTA PICKUP 2WD",3.7,6,"Auto(L4)","R",560,16,22,18,18.1,28.1,21.55,"R",,,,,,,,,,2210," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","DODGE","DAKOTA PICKUP 2WD",3.7,6,"Manual(M6)","R",730,16,22,19,19.04,27.79,22.19,"R",,,,,,,,,,2091," ",,2,12,
"STANDARD PICKUP TRUCKS 2WD","DODGE","DAKOTA PICKUP 2WD",4.7,8,"Auto(L5)","R",712,15,20,17,16.7,25.53,19.78,"R",,,,,,,,,,2337," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","DODGE","DAKOTA PICKUP 2WD",4.7,8,"Manual(M6)","R",750,15,20,17,16.4,25.7,19.59,"R",,,,,,,,,,2337," ",,2,12,
"STANDARD PICKUP TRUCKS 2WD","DODGE","RAM 1500 PICKUP 2WD",3.7,6,"Auto(L4)","R",560,16,21,18,17.7,26.9,20.92,"R",,,,,,,,,,2210," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","DODGE","RAM 1500 PICKUP 2WD",3.7,6,"Manual(M6)","R",730,16,21,19,19.26,27.17,22.17,"R",,,,,,,,,,2091," ",,2,12,
"STANDARD PICKUP TRUCKS 2WD","DODGE","RAM 1500 PICKUP 2WD",4.7,8,"Auto(L5)","R",541,9,13,11,10.59,17.69,12.93,"E",,,,,,,,,,3000,"E85 300","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","DODGE","RAM 1500 PICKUP 2WD",4.7,8,"Auto(L5)","R",540,14,19,16,15.4,23.9,18.33,"R",,,,,,,,,,2484,"GAS 420","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","DODGE","RAM 1500 PICKUP 2WD",4.7,8,"Manual(M6)","R",750,14,19,16,15.56,23.78,18.43,"R",,,,,,,,,,2484," ",,2,12,
"STANDARD PICKUP TRUCKS 2WD","DODGE","RAM 1500 PICKUP 2WD",5.7,8,"Auto(L5)","R",7,15,19,17,16.3,25.6,19.49,"R",,,,,,,,,,2337," ","CLKUP ",1,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","EXPLORER SPORT TRAC 2WD",4,6,"Auto(L5)","R",700,15,21,17,16.6,26.3,19.9,"R",,,,,,,,,,2337," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","EXPLORER SPORT TRAC 2WD",4.6,8,"Auto(L6)","R",702,15,21,17,16.4,27.2,19.97,"R",,,,,,,,,,2337," ","CLKUP ",3,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 FFV  2WD",5.4,8,"Auto(L4)","R",830,11,14,12,12.1,17.81,14.14,"E",,,,,,,,,,2749,"RNG=310","CLKUP ",3,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 FFV  2WD",5.4,8,"Auto(L4)","R",828,15,19,16,16.35,24.26,19.16,"R",,,,,,,,,,2484,"RNG=420","CLKUP ",3,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 PICKUP 2WD",4.2,6,"Auto(L4)","R",820,16,20,17,17.26,25.89,20.31,"R",,,,,,,,,,2337," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 PICKUP 2WD",4.2,6,"Manual(M5)","R",822,16,21,17,17.34,26.31,20.48,"R",,,,,,,,,,2337," ",,2,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 PICKUP 2WD",4.6,8,"Auto(L4)","R",824,15,20,17,16.5,25.4,19.59,"R",,,,,,,,,,2337," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 PICKUP 2WD",5.4,8,"Auto(L4)","R",826,15,19,16,16.28,24.14,19.07,"R",,,,,,,,,,2484," ","CLKUP ",3,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 STX SE 2WD",5.4,8,"Auto(L4)","R",834,15,20,17,16.3,25.17,19.37,"R",,,,,,,,,,2337," ","CLKUP ",3,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 STX SE 2WD FFV",5.4,8,"Auto(L4)","R",833,11,15,13,12.53,18.74,14.73,"E",,,,,,,,,,2538,"RNG=340/35","CLKUP ",3,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","F150 STX SE 2WD FFV",5.4,8,"Auto(L4)","R",832,15,20,17,16.57,25.41,19.65,"R",,,,,,,,,,2337,"RNG=440/46","CLKUP ",3,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER PICKUP 2WD",2.3,4,"Auto(L5)","R",900,21,26,23,23.37,32.86,26.86,"R",,,,,,,,,,1729," ","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER PICKUP 2WD",2.3,4,"Manual(M5)","R",902,24,29,26,26.5,36.8,30.32,"R",,,,,,,,,,1530," ",,4,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER PICKUP 2WD",3,6,"Auto(L5)","R",904,17,21,19,18.5,27.55,21.71,"R",,,,,,,,,,2091," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER PICKUP 2WD",3,6,"Manual(M5)","R",906,18,23,20,19.91,29.76,23.4,"R",,,,,,,,,,1988," ",,2,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER PICKUP 2WD",4,6,"Auto(L5)","R",908,17,21,19,18.8,27.2,21.83,"R",,,,,,,,,,2091," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","FORD","RANGER PICKUP 2WD",4,6,"Manual(M5)","R",910,17,22,19,18.8,28,22.06,"R",,,,,,,,,,2091," ",,2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","C15 SIERRA 2WD",4.3,6,"Auto(L4)","R",825,17,21,18,18.44,26.85,21.46,"R",,,,,,,,,,2210," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","C15 SIERRA 2WD",4.8,8,"Auto(L4)","R",837,16,20,18,17.59,25.95,20.57,"R",,,,,,,,,,2210," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","C15 SIERRA 2WD",5.3,8,"Auto(L4)","R",860,16,22,18,18.24,27.94,21.62,"R",,,,,,,,,,2210," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","C15 SIERRA 2WD",5.3,8,"Auto(L4)","R",844,12,16,13,13.29,20.41,15.77,"E",,,,,,,,,,2538,"340-440","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","C15 SIERRA 2WD",5.3,8,"Auto(L4)","R",842,16,21,18,17.92,27.36,21.22,"R",,,,,,,,,,2210,"470-610","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","C15 SIERRA 2WD",6,8,"Auto(L4)","R",878,15,19,17,16.61,24.62,19.46,"R",,,,,,,,,,2337," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","C15 SIERRA 2WD",6.2,8,"Auto(L6)","R",868,14,20,16,15.3,25.8,18.73,"P",,,,,,,,,,2672," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA CLASSIC 2WD",4.3,6,"Auto(L4)","R",825,16,21,18,18.8,27.5,21.92,"R",,,,,,,,,,2210," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA CLASSIC 2WD",4.3,6,"Manual(M5)","R",821,16,23,19,18.1,28.9,21.76,"R",,,,,,,,,,2091," ","SIL ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA CLASSIC 2WD",4.8,8,"Auto(L4)","R",837,16,21,18,18.3,26.83,21.36,"R",,,,,,,,,,2210," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA CLASSIC 2WD",5.3,8,"Auto(L4)","R",834,16,21,18,17.86,26.65,20.97,"R",,,,,,,,,,2210," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA CLASSIC 2WD",5.3,8,"Auto(L4)","R",832,12,16,13,13.02,20.02,15.45,"E",,,,,,,,,,2538,"340-440","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA CLASSIC 2WD",5.3,8,"Auto(L4)","R",830,16,21,17,17.22,26.33,20.4,"R",,,,,,,,,,2337,"440-580","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","C1500 SIERRA CLASSIC 2WD",6,8,"Auto(L4)","R",822,14,19,16,16.1,23.75,18.83,"P",,,,,,,,,,2672," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","C15SIERRACLASSICHYBRID 2WD",5.3,8,"Auto(L4)","R",840,18,21,19,19.8,26.5,22.34,"R",,,,,,,,,,2091," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","CANYON 2WD",2.9,4,"Auto(L4)","R",870,17,24,20,19.28,30.86,23.2,"R",,,,,,,,,,1988," ","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","CANYON 2WD",2.9,4,"Manual(M5)","R",872,20,26,22,22.16,33.29,26.09,"R",,,,,,,,,,1809," ","SIL ",4,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","CANYON 2WD",3.7,5,"Auto(L4)","R",884,17,23,20,19.2,29.9,22.89,"R",,,,,,,,,,1988," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","CANYON CAB CHASSIS INC 2WD",3.7,5,"Auto(L4)","R",884,15,20,17,17.2,25,20.01,"R",,,,,,,,,,2337," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","CANYON CREW CAB 2WD",2.9,4,"Auto(L4)","R",870,17,24,20,19.2,30.9,23.14,"R",,,,,,,,,,1988," ","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","CANYON CREW CAB 2WD",2.9,4,"Manual(M5)","R",872,20,26,22,22.1,33.6,26.12,"R",,,,,,,,,,1809," ","SIL ",4,12,
"STANDARD PICKUP TRUCKS 2WD","GMC","CANYON CREW CAB 2WD",3.7,5,"Auto(L4)","R",884,17,23,20,19.2,29.9,22.89,"R",,,,,,,,,,1988," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","ISUZU","I-290 2WD EXT CAB",2.9,4,"Auto(L4)","R",870,17,24,20,19.2,30.9,23.14,"R",,,,,,,,,,1988," ","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 2WD","ISUZU","I-290 2WD EXT CAB",2.9,4,"Manual(M5)","R",872,20,26,22,22.1,33.6,26.12,"R",,,,,,,,,,1809," ","SIL ",4,12,
"STANDARD PICKUP TRUCKS 2WD","ISUZU","I-370 2WD CREW CAB",3.7,5,"Auto(L4)","R",884,17,23,20,19.2,29.9,22.89,"R",,,,,,,,,,1988," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","ISUZU","I-370 2WD EXT CAB",3.7,5,"Auto(L4)","R",884,17,23,20,19.2,29.9,22.89,"R",,,,,,,,,,1988," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","LINCOLN","MARK LT",5.4,8,"Auto(L4)","R",836,14,18,15,15.29,22.49,17.87,"R",,,,,,,,,,2651," ","CLKUP ",3,12,
"STANDARD PICKUP TRUCKS 2WD","MAZDA","B2300 2WD",2.3,4,"Auto(L5)","R",960,21,26,23,23.37,32.86,26.86,"R",,,,,,,,,,1729," ","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 2WD","MAZDA","B2300 2WD",2.3,4,"Manual(M5)","R",962,24,29,26,26.5,36.8,30.32,"R",,,,,,,,,,1530," ",,4,12,
"STANDARD PICKUP TRUCKS 2WD","MAZDA","B3000",3,6,"Auto(L5)","R",966,17,21,18,18.46,27.49,21.66,"R",,,,,,,,,,2210," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","MAZDA","B3000",3,6,"Manual(M5)","R",964,18,23,20,19.97,29.59,23.39,"R",,,,,,,,,,1988," ",,2,12,
"STANDARD PICKUP TRUCKS 2WD","MAZDA","B4000 2WD",4,6,"Auto(L5)","R",968,17,21,19,18.8,27.2,21.83,"R",,,,,,,,,,2091," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","MITSUBISHI","RAIDER PICKUP 2WD",3.7,6,"Auto(L4)","R",560,16,22,18,18.1,28.1,21.55,"R",,,,,,,,,,2210," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","MITSUBISHI","RAIDER PICKUP 2WD",3.7,6,"Manual(M6)","R",730,16,22,19,19.04,27.79,22.19,"R",,,,,,,,,,2091," ",,2,12,
"STANDARD PICKUP TRUCKS 2WD","MITSUBISHI","RAIDER PICKUP 2WD",4.7,8,"Auto(L5)","R",712,15,20,17,16.7,25.6,19.8,"R",,,,,,,,,,2337," ","CLKUP ",2,12,
"STANDARD PICKUP TRUCKS 2WD","MITSUBISHI","RAIDER PICKUP 2WD",4.7,8,"Manual(M6)","R",750,15,20,17,16.4,25.7,19.59,"R",,,,,,,,,,2337," ",,2,12,
"STANDARD PICKUP TRUCKS 2WD","NISSAN","FRONTIER 2WD",2.5,4,"Auto(L5)","R",81,19,24,21,20.8,30.2,24.19,"R",,,,,,,,,,1892," ","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 2WD","NISSAN","FRONTIER 2WD",2.5,4,"Manual(M5)","R",81,22,25,23,24.45,31.75,27.27,"R",,,,,,,,,,1729," ",,4,12,
"STANDARD PICKUP TRUCKS 2WD","NISSAN","FRONTIER V6-2WD",4,6,"Auto(L5)","R",84,16,21,18,18.08,27.2,21.29,"R",,,,,,,,,,2210," ","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 2WD","NISSAN","FRONTIER V6-2WD",4,6,"Manual(M6)","R",84,17,21,19,19.44,27.44,22.38,"R",,,,,,,,,,2091," ",,4,12,
"STANDARD PICKUP TRUCKS 2WD","NISSAN","TITAN 2WD",5.6,8,"Auto(L5)","R",96,14,18,16,15.29,23.66,18.19,"R",,,,,,,,,,2484," ","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 2WD","NISSAN","TITAN 2WD",5.6,8,"Auto(L5)","R",102,10,13,11,11.2,17.12,13.26,"E",,,,,,,,,,3000,"RNG310","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 2WD","NISSAN","TITAN 2WD",5.6,8,"Auto(L5)","R",99,14,18,15,15.24,23.38,18.07,"R",,,,,,,,,,2651,"RNG420","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 2WD","ROUSH PERFORMANCE","STAGE3 F150 REGULAR CAB 2WD",5.4,8,"Auto(L4)","R",3,12,15,13,12.9,19.1,15.11,"P",,,"S",,,,,,,3287," ","EMS CLKUP ",3,12,
"STANDARD PICKUP TRUCKS 2WD","ROUSH PERFORMANCE","STAGE3 F150 SUPERCAB 2WD",5.4,8,"Auto(L4)","R",3,12,15,13,12.9,19.1,15.11,"P",,,"S",,,,,,,3287," ","EMS CLKUP ",3,12,
"STANDARD PICKUP TRUCKS 2WD","ROUSH PERFORMANCE","STAGE3 F150 SUPERCREW 2WD",5.4,8,"Auto(L4)","R",3,12,15,13,12.9,19.1,15.11,"P",,,"S",,,,,,,3287," ","EMS CLKUP ",3,12,
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TACOMA 2WD",2.7,4,"Auto(L4)","R",24,21,27,24,23.6,34.7,27.57,"R",,,,,,,,,,1658," ","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TACOMA 2WD",2.7,4,"Manual(M5)","R",24,23,28,25,25.78,35.61,29.43,"R",,,,,,,,,,1590," ",,4,12,
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TACOMA 2WD",4,6,"Auto(L5)","R",26,19,22,20,20.56,28.6,23.54,"R",,,,,,,,,,1988," ","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TACOMA 2WD",4,6,"Manual(M6)","R",26,17,21,19,19.1,26.8,21.94,"R",,,,,,,,,,2091," ",,4,12,
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TUNDRA 2WD",4,6,"Auto(S5)","R",27,17,20,18,18.9,26.02,21.55,"R",,,,,,,,,,2210," ","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TUNDRA 2WD",4.7,8,"Auto(S5)","R",29,15,18,16,16.85,23.64,19.35,"R",,,,,,,,,,2484," ","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TUNDRA 2WD",5.7,8,"Auto(S6)","R",31,16,20,17,17.3,25.47,20.22,"R",,,,,,,,,,2337," ","CLKUP ",4,12,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","COLORADO 4WD",2.9,4,"Auto(L4)",4,871,16,23,19,18.2,29.1,21.89,"R",,,,,,,,,,2091," ","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","COLORADO 4WD",2.9,4,"Manual(M5)",4,873,18,24,20,19.8,30.5,23.51,"R",,,,,,,,,,1988," ","SIL ",4,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","COLORADO 4WD",3.7,5,"Auto(L4)",4,885,16,22,19,18.2,28.7,21.79,"R",,,,,,,,,,2091," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","COLORADO CAB CHASSIS INC 4WD",3.7,5,"Auto(L4)",4,864,15,19,17,16.7,24.2,19.41,"R",,,,,,,,,,2337," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","COLORADO CREW CAB 4WD",3.7,5,"Auto(L4)",4,885,16,22,18,18.1,28.2,21.58,"R",,,,,,,,,,2210," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K15 SILVERADO 4WD",4.3,6,"Auto(L4)",4,826,16,19,17,17.49,24.55,20.09,"R",,,,,,,,,,2337," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K15 SILVERADO 4WD",4.8,8,"Auto(L4)",4,838,15,19,16,16.51,24.28,19.29,"R",,,,,,,,,,2484," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K15 SILVERADO 4WD",5.3,8,"Auto(L4)",4,861,16,20,17,17.35,25.94,20.39,"R",,,,,,,,,,2337," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K15 SILVERADO 4WD",5.3,8,"Auto(L4)",4,845,12,15,13,12.82,18.94,15,"E",,,,,,,,,,2538,"340-440","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K15 SILVERADO 4WD",5.3,8,"Auto(L4)",4,843,16,20,17,17.23,25.54,20.19,"R",,,,,,,,,,2337,"440-580","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K15 SILVERADO 4WD",6,8,"Auto(L4)",4,879,15,19,16,16.14,24.01,18.93,"R",,,,,,,,,,2484," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO CLASSIC 4WD",4.3,6,"Auto(L4)",4,826,15,18,16,17.49,24.55,20.09,"R",,,,,,,,,,2484," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO CLASSIC 4WD",4.3,6,"Manual(M5)",4,820,15,20,17,17.01,25.93,20.13,"R",,,,,,,,,,2337," ","SIL ",2,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO CLASSIC 4WD",4.8,8,"Auto(L4)",4,838,15,19,17,17.1,24.84,19.89,"R",,,,,,,,,,2337," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO CLASSIC 4WD",5.3,8,"Auto(L4)",4,835,15,19,16,16.54,24.19,19.28,"R",,,,,,,,,,2484," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO CLASSIC 4WD",5.3,8,"Auto(L4)",4,833,11,14,12,12.27,17.97,14.31,"E",,,,,,,,,,2749,"310-410","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO CLASSIC 4WD",5.3,8,"Auto(L4)",4,831,15,19,16,16.11,23.81,18.86,"R",,,,,,,,,,2484,"420-540","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO CLASSIC 4WD",6,8,"Auto(L4)",4,823,14,17,15,15.4,21.7,17.71,"P",,,,,,,,,,2851," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K15SLVRADOCLASSICHYBRID4WD",5.3,8,"Auto(L4)",4,841,17,19,18,18.5,24.9,20.92,"R",,,,,,,,,,2210," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","DODGE","DAKOTA PICKUP 4WD",3.7,6,"Auto(L4)",4,560,15,19,17,16.91,24.51,19.65,"R",,,,,,,,,,2337," ","CLKUP ",2,13,
